"TripType","VisitNumber","Weekday","Upc","ScanCount","DepartmentDescription","FinelineNumber"
8,1141,"Friday",1657195085,1,"DSD GROCERY",3858
8,1141,"Friday",3800084768,1,"DSD GROCERY",3353
8,1141,"Friday",4227200070,1,"FROZEN FOODS",4130
7,1142,"Friday",68113106758,1,"SERVICE DELI",4010
7,1142,"Friday",72783385450,2,"JEWELRY AND SUNGLASSES",8804
7,1142,"Friday",72783385464,1,"JEWELRY AND SUNGLASSES",8804
7,1142,"Friday",7874209728,2,"COMM BREAD",3717
7,1142,"Friday",68113138748,1,"PRODUCE",6801
7,1142,"Friday",4470000063,2,"PRE PACKED DELI",7502
7,1142,"Friday",68670010124,1,"DSD GROCERY",3625
7,1142,"Friday",4011,1,"PRODUCE",5501
7,1142,"Friday",7232011331,1,"DSD GROCERY",2754
7,1142,"Friday",7460909305,1,"GROCERY DRY GOODS",2351
7,1142,"Friday",20169100000,2,"MEAT - FRESH & FROZEN",6570
7,1142,"Friday",2840037297,1,"DSD GROCERY",9275
8,1143,"Friday",7045900558,1,"FROZEN FOODS",2008
8,1143,"Friday",1370081430,1,"HOUSEHOLD PAPER GOODS",6020
8,1143,"Friday",7874208017,1,"HOUSEHOLD PAPER GOODS",6030
9,1144,"Friday",3160011611,1,"SHOES",2618
3,1145,"Friday",68113107939,1,"FINANCIAL SERVICES",200
3,1145,"Friday",60538887953,1,"FINANCIAL SERVICES",285
8,1152,"Friday",2500002653,1,"DAIRY",1407
8,1152,"Friday",2500004948,1,"DAIRY",1407
8,1152,"Friday",4900005010,1,"DSD GROCERY",9570
8,1156,"Friday",4650073335,1,"HOUSEHOLD CHEMICALS/SUPP",8910
8,1156,"Friday",4160887039,1,"PHARMACY OTC",4500
8,1156,"Friday",1111114310,1,"PERSONAL CARE",3163
31,1157,"Friday",61021463702,1,"WIRELESS",1290
999,1160,"Friday",60538805777,-1,"SHOES",8232
5,1162,"Friday",68113174219,1,"PHARMACY OTC",239
39,1163,"Friday",3399102967,1,"AUTOMOTIVE",9006
39,1163,"Friday",4337797861,1,"TOYS",1475
39,1163,"Friday",4000049483,1,"IMPULSE MERCHANDISE",115
39,1163,"Friday",7100740710,1,"FROZEN FOODS",4072
39,1163,"Friday",5410722101,1,"PRODUCE",3108
39,1163,"Friday",4369501663,1,"FROZEN FOODS",1952
39,1163,"Friday",4011,1,"PRODUCE",5501
39,1163,"Friday",7214000514,1,"IMPULSE MERCHANDISE",338
39,1163,"Friday",5410722101,1,"PRODUCE",3108
39,1163,"Friday",6662610971,1,"SERVICE DELI",4021
39,1163,"Friday",4498,1,"PRODUCE",2005
39,1163,"Friday",76662610556,1,"SERVICE DELI",4021
39,1163,"Friday",4000000031,1,"IMPULSE MERCHANDISE",100
39,1163,"Friday",7142103210,1,"SERVICE DELI",4021
21,1164,"Friday",2775501079,5,"OFFICE SUPPLIES",3702
3,1165,"Friday",60538896309,1,"FINANCIAL SERVICES",276
3,1165,"Friday",68113163351,1,"FINANCIAL SERVICES",275
8,1167,"Friday",2430004106,1,"COMM BREAD",3707
8,1167,"Friday",2840024043,1,"DSD GROCERY",8662
27,1169,"Friday",71533909020,1,"HORTICULTURE AND ACCESS",8810
27,1169,"Friday",1119230311,2,"HORTICULTURE AND ACCESS",5502
27,1169,"Friday",68113107057,1,"HORTICULTURE AND ACCESS",7902
27,1169,"Friday",2307502364,1,"HORTICULTURE AND ACCESS",5401
27,1169,"Friday",69894294552,1,"HORTICULTURE AND ACCESS",5402
27,1169,"Friday",3461312110,1,"LAWN AND GARDEN",312
27,1169,"Friday",3461312107,1,"LAWN AND GARDEN",312
27,1169,"Friday",1119230028,1,"HORTICULTURE AND ACCESS",5502
27,1169,"Friday",7356140055,1,"HORTICULTURE AND ACCESS",5501
27,1169,"Friday",87145100907,2,"LAWN AND GARDEN",716
27,1169,"Friday",3334941254,1,"HORTICULTURE AND ACCESS",5401
27,1169,"Friday",20154200000,1,"SERVICE DELI",8001
27,1169,"Friday",2310010327,1,"PETS AND SUPPLIES",823
27,1169,"Friday",4011,1,"PRODUCE",5501
27,1169,"Friday",7356140054,1,"HORTICULTURE AND ACCESS",5501
27,1169,"Friday",7356140053,1,"HORTICULTURE AND ACCESS",5501
5,1170,"Friday",,1,"PHARMACY RX",
39,1171,"Friday",7940026700,2,"PERSONAL CARE",5491
39,1171,"Friday",20577400000,1,"SERVICE DELI",8015
39,1171,"Friday",2500004748,1,"DAIRY",1407
39,1171,"Friday",2500004751,1,"DAIRY",1407
39,1171,"Friday",4900005010,2,"DSD GROCERY",9570
39,1171,"Friday",2500005126,1,"DAIRY",1407
39,1171,"Friday",9147504189,1,"DAIRY",1405
39,1171,"Friday",8226901080,1,"HOUSEHOLD CHEMICALS/SUPP",9201
39,1171,"Friday",7906801231,1,"PERSONAL CARE",3070
39,1171,"Friday",4282560277,1,"MENS WEAR",8276
39,1171,"Friday",88309608526,1,"MENS WEAR",5660
39,1171,"Friday",88530627773,1,"MENS WEAR",5701
39,1171,"Friday",81186502001,1,"HOUSEHOLD CHEMICALS/SUPP",9001
39,1171,"Friday",4650071889,1,"HOUSEHOLD CHEMICALS/SUPP",3020
39,1171,"Friday",2500004766,1,"DAIRY",1407
7,1176,"Friday",20108800000,1,"SERVICE DELI",8014
7,1178,"Friday",20613900000,3,"BAKERY",5004
7,1178,"Friday",25047000000,2,"BAKERY",5024
7,1178,"Friday",20169100000,2,"MEAT - FRESH & FROZEN",6570
7,1178,"Friday",20619900000,1,"BAKERY",9002
40,1179,"Friday",89470001006,2,"DAIRY",1450
40,1179,"Friday",68113138807,1,"PRODUCE",7006
40,1179,"Friday",7265500104,1,"FROZEN FOODS",4138
40,1179,"Friday",,1,"NULL",
40,1179,"Friday",7265500102,1,"FROZEN FOODS",4138
40,1179,"Friday",2500005077,1,"DAIRY",1402
40,1179,"Friday",3700089074,1,"HOUSEHOLD PAPER GOODS",1006
40,1179,"Friday",7265500105,1,"FROZEN FOODS",4138
40,1179,"Friday",3283,1,"PRODUCE",1262
40,1179,"Friday",81829001318,2,"DAIRY",1436
40,1179,"Friday",78035378403,2,"PRODUCE",3601
40,1179,"Friday",60538818782,1,"FROZEN FOODS",2008
40,1179,"Friday",4650073333,1,"HOUSEHOLD CHEMICALS/SUPP",8910
40,1179,"Friday",89470001032,2,"DAIRY",1450
40,1179,"Friday",7874235188,1,"DAIRY",1508
40,1179,"Friday",3800057602,1,"GROCERY DRY GOODS",3555
40,1179,"Friday",1600044338,1,"GROCERY DRY GOODS",3555
40,1179,"Friday",3800093774,1,"GROCERY DRY GOODS",3559
40,1179,"Friday",7910092502,1,"PETS AND SUPPLIES",806
40,1179,"Friday",3620000250,2,"GROCERY DRY GOODS",2401
40,1179,"Friday",4114312870,1,"DSD GROCERY",4676
40,1179,"Friday",4062,1,"PRODUCE",8104
40,1179,"Friday",4011,1,"PRODUCE",5501
40,1179,"Friday",7265500110,1,"FROZEN FOODS",4138
40,1179,"Friday",7874206485,1,"FROZEN FOODS",2112
40,1179,"Friday",2570070885,1,"HOUSEHOLD CHEMICALS/SUPP",59
40,1179,"Friday",4157011008,1,"DAIRY",1511
40,1179,"Friday",85631200279,1,"DAIRY",1505
40,1179,"Friday",4178000038,1,"DSD GROCERY",3651
40,1179,"Friday",7265540593,1,"FROZEN FOODS",4138
36,1180,"Friday",4391798180,1,"PERSONAL CARE",7018
36,1180,"Friday",79108300451,3,"PHARMACY OTC",610
36,1180,"Friday",71941020010,1,"PHARMACY OTC",522
9,1182,"Friday",4120568140,1,"HOME MANAGEMENT",1813
7,1184,"Friday",20108700000,1,"SERVICE DELI",8014
7,1184,"Friday",80413430856,1,"ACCESSORIES",121
7,1184,"Friday",2430083546,1,"COMM BREAD",2286
7,1184,"Friday",2430086592,1,"COMM BREAD",2286
38,1187,"Friday",7102212503,1,"DSD GROCERY",4675
38,1187,"Friday",4060034500,1,"DAIRY",1252
38,1187,"Friday",7046243123,1,"CANDY, TOBACCO, COOKIES",707
38,1187,"Friday",2840033579,1,"DSD GROCERY",8251
38,1187,"Friday",60538871457,1,"DAIRY",9100
38,1187,"Friday",68113145745,1,"PRODUCE",6805
38,1187,"Friday",22093900000,1,"MEAT - FRESH & FROZEN",4150
38,1187,"Friday",7874200725,1,"PERSONAL CARE",4092
38,1187,"Friday",3800059661,1,"GROCERY DRY GOODS",3555
38,1187,"Friday",1600043471,1,"GROCERY DRY GOODS",3600
38,1187,"Friday",5200001122,1,"GROCERY DRY GOODS",2829
38,1187,"Friday",7339001404,1,"IMPULSE MERCHANDISE",135
38,1187,"Friday",3400044262,1,"CANDY, TOBACCO, COOKIES",74
38,1187,"Friday",5000034934,1,"GROCERY DRY GOODS",3306
38,1187,"Friday",2550000088,1,"GROCERY DRY GOODS",3304
38,1187,"Friday",4812113806,1,"COMM BREAD",3720
38,1187,"Friday",8660000008,1,"GROCERY DRY GOODS",2907
38,1187,"Friday",4011,1,"PRODUCE",5501
38,1187,"Friday",1657194035,2,"DSD GROCERY",3858
38,1187,"Friday",3338353010,1,"PRODUCE",4110
38,1187,"Friday",4470000878,1,"PRE PACKED DELI",7557
7,1188,"Friday",20580000000,1,"SERVICE DELI",8016
7,1188,"Friday",22628200000,1,"SERVICE DELI",8013
3,1189,"Friday",60538896309,2,"FINANCIAL SERVICES",276
3,1189,"Friday",68113163351,2,"FINANCIAL SERVICES",275
29,1190,"Friday",88558351252,1,"SPORTING GOODS",8249
35,1191,"Friday",1708247017,1,"IMPULSE MERCHANDISE",601
35,1191,"Friday",4011,1,"PRODUCE",5501
35,1191,"Friday",4029,1,"PRODUCE",6201
35,1191,"Friday",6827473529,1,"DSD GROCERY",2351
35,1191,"Friday",6827473529,4,"DSD GROCERY",2351
35,1191,"Friday",3600037387,3,"HOUSEHOLD PAPER GOODS",2098
5,1194,"Friday",5113119835,1,"PHARMACY OTC",3034
27,1195,"Friday",3400000241,1,"IMPULSE MERCHANDISE",100
27,1195,"Friday",2471930765,4,"HORTICULTURE AND ACCESS",8010
27,1195,"Friday",2471931803,4,"HORTICULTURE AND ACCESS",8519
27,1195,"Friday",68113102665,1,"HORTICULTURE AND ACCESS",7900
999,1196,"Friday",4319713635,1,"HARDWARE",6020
3,1199,"Friday",68113163351,1,"FINANCIAL SERVICES",275
3,1199,"Friday",60538896309,1,"FINANCIAL SERVICES",276
40,1200,"Friday",75883482901,1,"CELEBRATION",787
40,1200,"Friday",7874235186,1,"DAIRY",1508
40,1200,"Friday",1980003667,1,"HOUSEHOLD CHEMICALS/SUPP",1555
40,1200,"Friday",38137004267,1,"BEAUTY",4020
40,1200,"Friday",6827473529,1,"DSD GROCERY",2351
40,1200,"Friday",68333321204,1,"PERSONAL CARE",9111
40,1200,"Friday",1500014000,1,"DSD GROCERY",9223
40,1200,"Friday",1980003667,1,"HOUSEHOLD CHEMICALS/SUPP",1555
40,1200,"Friday",3600025861,1,"HOUSEHOLD PAPER GOODS",2070
40,1200,"Friday",9870,1,"BAKERY",1026
40,1200,"Friday",3500046791,1,"HOUSEHOLD CHEMICALS/SUPP",145
40,1200,"Friday",1600040995,1,"GROCERY DRY GOODS",4062
40,1200,"Friday",5020000880,1,"DAIRY",1407
40,1200,"Friday",5113164597,1,"OFFICE SUPPLIES",3520
40,1200,"Friday",3700084988,1,"HOUSEHOLD CHEMICALS/SUPP",500
40,1200,"Friday",4800171127,1,"GROCERY DRY GOODS",2707
40,1200,"Friday",4800171127,1,"GROCERY DRY GOODS",2707
40,1200,"Friday",22763000000,2,"MEAT - FRESH & FROZEN",1039
40,1200,"Friday",1117999573,1,"CELEBRATION",134
40,1200,"Friday",9186909457,1,"CELEBRATION",787
40,1200,"Friday",9186909432,1,"CELEBRATION",787
40,1200,"Friday",7432302815,1,"COMM BREAD",3724
40,1200,"Friday",7432302815,1,"COMM BREAD",3724
40,1201,"Friday",7278511016,1,"PERSONAL CARE",3184
40,1201,"Friday",68333342997,1,"PERSONAL CARE",9111
40,1201,"Friday",7874211919,1,"HOUSEHOLD PAPER GOODS",7040
40,1201,"Friday",60265217165,1,"PHARMACY OTC",543
40,1201,"Friday",6343589111,1,"HOUSEHOLD PAPER GOODS",2021
40,1201,"Friday",68113168758,1,"PHARMACY OTC",3534
40,1201,"Friday",60265217166,1,"PHARMACY OTC",543
40,1201,"Friday",68113168760,1,"PHARMACY OTC",3536
40,1201,"Friday",5050572373,1,"OFFICE SUPPLIES",3732
40,1201,"Friday",4650070273,1,"HOUSEHOLD CHEMICALS/SUPP",8945
40,1201,"Friday",4000049118,2,"CANDY, TOBACCO, COOKIES",72
40,1201,"Friday",8730043139,1,"BEAUTY",4541
40,1201,"Friday",9114136717,3,"OFFICE SUPPLIES",3750
40,1201,"Friday",68113110523,1,"PERSONAL CARE",3064
40,1201,"Friday",3700088893,1,"HOUSEHOLD PAPER GOODS",1030
40,1201,"Friday",8730070009,1,"BEAUTY",4530
40,1201,"Friday",8730043061,1,"BEAUTY",4500
40,1201,"Friday",4834100016,1,"BEAUTY",5345
40,1201,"Friday",3700089850,1,"HOUSEHOLD CHEMICALS/SUPP",2040
33,1206,"Friday",1650098021,1,"HOUSEHOLD CHEMICALS/SUPP",9610
33,1206,"Friday",694911160018,1,"HARDWARE",6230
33,1206,"Friday",3700089074,1,"HOUSEHOLD PAPER GOODS",1006
33,1206,"Friday",4011,1,"PRODUCE",5501
33,1206,"Friday",1600027566,1,"GROCERY DRY GOODS",3600
33,1206,"Friday",7225003712,1,"COMM BREAD",3710
33,1206,"Friday",8265750406,2,"DSD GROCERY",2352
33,1206,"Friday",5040026100,1,"COMM BREAD",3725
33,1206,"Friday",74236526447,1,"DAIRY",1510
33,1206,"Friday",3700091839,1,"HOUSEHOLD CHEMICALS/SUPP",600
999,1207,"Friday",5000030302,-1,"GROCERY DRY GOODS",3306
9,1209,"Friday",8000611197,1,"HARDWARE",6402
40,1210,"Friday",1600030280,2,"GROCERY DRY GOODS",4056
40,1210,"Friday",1600030280,1,"GROCERY DRY GOODS",4056
40,1210,"Friday",1600030280,-1,"GROCERY DRY GOODS",4056
40,1210,"Friday",7341013543,1,"COMM BREAD",6353
40,1210,"Friday",5150020314,2,"GROCERY DRY GOODS",4201
40,1210,"Friday",5150020314,4,"GROCERY DRY GOODS",4201
40,1210,"Friday",5150024241,1,"GROCERY DRY GOODS",4401
40,1210,"Friday",5150020441,6,"GROCERY DRY GOODS",4201
24,1211,"Friday",4011,1,"PRODUCE",5501
24,1211,"Friday",31254662213,1,"PHARMACY OTC",1110
24,1211,"Friday",7116008721,1,"COOK AND DINE",104
22,1216,"Friday",61965909414,1,"ELECTRONICS",1200
22,1216,"Friday",70595403182,1,"ELECTRONICS",9928
33,1217,"Friday",930000045,1,"GROCERY DRY GOODS",2503
33,1217,"Friday",3338365322,1,"PRODUCE",7601
33,1217,"Friday",68113107445,1,"PERSONAL CARE",1403
33,1217,"Friday",4688,1,"PRODUCE",8103
33,1217,"Friday",4065,1,"PRODUCE",8101
33,1217,"Friday",5040073942,1,"COMM BREAD",3704
33,1217,"Friday",3700039300,1,"HOUSEHOLD CHEMICALS/SUPP",2040
33,1217,"Friday",7940015229,1,"PERSONAL CARE",9101
33,1217,"Friday",4460030784,1,"HOUSEHOLD CHEMICALS/SUPP",1014
33,1217,"Friday",5400015029,1,"HOUSEHOLD PAPER GOODS",3004
33,1217,"Friday",3700081111,1,"HOUSEHOLD CHEMICALS/SUPP",145
33,1217,"Friday",7033060006,1,"IMPULSE MERCHANDISE",202
33,1217,"Friday",2840042730,1,"DSD GROCERY",3702
33,1217,"Friday",4680,1,"PRODUCE",8055
33,1217,"Friday",2420009459,1,"HOUSEHOLD CHEMICALS/SUPP",8881
33,1217,"Friday",3894997450,1,"BEAUTY",9029
24,1218,"Friday",20747300000,1,"MEAT - FRESH & FROZEN",6013
24,1218,"Friday",4269430841,2,"BATH AND SHOWER",1453
24,1218,"Friday",4069,1,"PRODUCE",8501
24,1218,"Friday",2733100610,1,"DAIRY",7962
24,1218,"Friday",3338353310,1,"PRODUCE",4145
24,1218,"Friday",3800084709,1,"DSD GROCERY",3353
24,1218,"Friday",3338366001,1,"PRODUCE",7703
24,1218,"Friday",7600133119,1,"HOME DECOR",5552
24,1218,"Friday",82342098035,1,"HOME DECOR",6003
24,1218,"Friday",71958770789,2,"FABRICS AND CRAFTS",7452
24,1218,"Friday",4889,1,"PRODUCE",7907
24,1218,"Friday",82621402900,2,"FABRICS AND CRAFTS",460
39,1220,"Friday",60538818788,1,"DAIRY",7955
39,1220,"Friday",7373108304,1,"DSD GROCERY",7950
39,1220,"Friday",7874204025,2,"HOUSEHOLD PAPER GOODS",1008
39,1220,"Friday",4700217580,1,"PETS AND SUPPLIES",7810
39,1220,"Friday",4470007062,1,"PRE PACKED DELI",7535
39,1220,"Friday",4600085541,1,"GROCERY DRY GOODS",1104
39,1220,"Friday",78533172246,1,"PRE PACKED DELI",7201
39,1220,"Friday",7874202986,1,"SERVICE DELI",4076
39,1220,"Friday",7874237193,1,"GROCERY DRY GOODS",2816
39,1220,"Friday",2956810080,1,"DSD GROCERY",3706
40,1221,"Friday",2113605046,1,"GROCERY DRY GOODS",2998
40,1221,"Friday",2500005437,1,"DAIRY",1402
40,1221,"Friday",7800000034,2,"DSD GROCERY",2457
40,1221,"Friday",4000024929,1,"CANDY, TOBACCO, COOKIES",83
40,1221,"Friday",5170036930,1,"HOUSEHOLD CHEMICALS/SUPP",170
40,1221,"Friday",3700015846,1,"HOUSEHOLD CHEMICALS/SUPP",9055
40,1221,"Friday",2500005074,1,"DAIRY",1402
40,1221,"Friday",5000000926,1,"DAIRY",1307
40,1221,"Friday",4498,1,"PRODUCE",2005
40,1221,"Friday",78035378403,1,"PRODUCE",3601
40,1221,"Friday",4011,1,"PRODUCE",5501
40,1221,"Friday",3400040551,2,"CANDY, TOBACCO, COOKIES",79
40,1221,"Friday",3338325059,1,"PRODUCE",2006
40,1221,"Friday",4045,1,"PRODUCE",3004
40,1221,"Friday",4200035130,1,"HOUSEHOLD PAPER GOODS",4050
40,1221,"Friday",2500005077,1,"DAIRY",1402
40,1221,"Friday",6843791144,1,"CANDY, TOBACCO, COOKIES",73
40,1221,"Friday",4072,1,"PRODUCE",4170
40,1221,"Friday",7874208692,1,"PRE PACKED DELI",7202
40,1221,"Friday",7602000612,1,"PRE PACKED DELI",7803
40,1221,"Friday",7602000614,1,"PRE PACKED DELI",7803
39,1222,"Friday",4740065377,1,"PERSONAL CARE",1412
39,1222,"Friday",4200087133,1,"HOUSEHOLD PAPER GOODS",304
39,1222,"Friday",3700028609,1,"HOUSEHOLD CHEMICALS/SUPP",705
39,1222,"Friday",1111161011,1,"PERSONAL CARE",3181
39,1222,"Friday",5400016447,1,"HOUSEHOLD PAPER GOODS",1005
39,1222,"Friday",68113102418,1,"PHARMACY OTC",4004
39,1222,"Friday",3700006224,2,"PERSONAL CARE",203
39,1222,"Friday",4447607219,1,"ELECTRONICS",4825
39,1222,"Friday",20108800000,1,"SERVICE DELI",8014
39,1222,"Friday",3700043228,1,"HOUSEHOLD CHEMICALS/SUPP",2010
39,1222,"Friday",4460030770,1,"HOUSEHOLD CHEMICALS/SUPP",1025
39,1222,"Friday",67569050008,1,"PERSONAL CARE",1411
39,1222,"Friday",7874207582,1,"PERSONAL CARE",601
39,1222,"Friday",7279000011,2,"PERSONAL CARE",1417
39,1222,"Friday",4155464737,1,"BEAUTY",2230
9,1223,"Friday",60538816264,1,"SHOES",8962
5,1224,"Friday",5113119835,1,"PHARMACY OTC",3034
5,1224,"Friday",4000049087,1,"IMPULSE MERCHANDISE",115
18,1227,"Friday",64541699572,1,"CELEBRATION",1806
18,1227,"Friday",5021130916,1,"TOYS",1419
18,1227,"Friday",72136691929,1,"HOME DECOR",6002
18,1227,"Friday",82161402440,1,"HOME DECOR",6003
18,1227,"Friday",7638901518,1,"HOME DECOR",166
18,1227,"Friday",75276028608,1,"COOK AND DINE",2024
24,1228,"Friday",1601708359,1,"COOK AND DINE",2523
24,1228,"Friday",7116008721,1,"COOK AND DINE",104
3,1229,"Friday",68113163351,1,"FINANCIAL SERVICES",275
3,1229,"Friday",60538896309,1,"FINANCIAL SERVICES",276
39,1231,"Friday",3940001882,1,"GROCERY DRY GOODS",2837
39,1231,"Friday",7874242794,1,"GROCERY DRY GOODS",4404
39,1231,"Friday",7874235188,1,"DAIRY",1508
39,1231,"Friday",7172572734,1,"PRODUCE",255
39,1231,"Friday",7874201905,1,"DAIRY",1431
39,1231,"Friday",7874235256,1,"GROCERY DRY GOODS",2408
39,1231,"Friday",30573016433,1,"PHARMACY OTC",2059
39,1231,"Friday",7874237104,1,"GROCERY DRY GOODS",3556
39,1231,"Friday",74982614029,1,"PHARMACY OTC",507
39,1231,"Friday",7874208949,1,"DSD GROCERY",4675
9,1233,"Friday",7675333329,1,"COOK AND DINE",3609
999,1234,"Friday",4178599745,-1,"HOUSEHOLD CHEMICALS/SUPP",17
999,1234,"Friday",87458604270,1,"IMPULSE MERCHANDISE",8023
999,1235,"Friday",60538812238,-1,"FINANCIAL SERVICES",279
44,1236,"Friday",81295402002,1,"BOYS WEAR",5550
44,1236,"Friday",7199010002,1,"LIQUOR,WINE,BEER",100
44,1236,"Friday",2840037219,1,"DSD GROCERY",9275
44,1236,"Friday",,1,"NULL",
44,1236,"Friday",76125377095,1,"BOYS WEAR",4310
44,1236,"Friday",60538811743,1,"SHOES",3390
44,1236,"Friday",7373108310,1,"DSD GROCERY",7950
44,1236,"Friday",60538811745,1,"SHOES",3390
44,1236,"Friday",76125377110,1,"BOYS WEAR",4310
44,1236,"Friday",78876700761,1,"SEAFOOD",1104
44,1236,"Friday",81295402009,1,"BOYS WEAR",5550
44,1236,"Friday",7199000048,1,"LIQUOR,WINE,BEER",101
8,1237,"Friday",1200000131,1,"DSD GROCERY",9547
3,1239,"Friday",68113163351,1,"FINANCIAL SERVICES",275
3,1239,"Friday",60538896309,1,"FINANCIAL SERVICES",276
25,1243,"Friday",5107102759,1,"MENS WEAR",1632
25,1243,"Friday",980000763,1,"IMPULSE MERCHANDISE",145
25,1243,"Friday",5107182218,1,"MENS WEAR",1632
39,1246,"Friday",4900003661,1,"DSD GROCERY",9538
39,1246,"Friday",2840042053,1,"IMPULSE MERCHANDISE",808
39,1246,"Friday",3500039013,1,"HOUSEHOLD CHEMICALS/SUPP",2070
39,1246,"Friday",2200001693,1,"IMPULSE MERCHANDISE",145
39,1246,"Friday",7874204026,1,"HOUSEHOLD PAPER GOODS",1008
39,1246,"Friday",8768400512,1,"DSD GROCERY",4624
39,1246,"Friday",7432308224,1,"COMM BREAD",3724
39,1246,"Friday",7225003706,1,"COMM BREAD",3702
39,1246,"Friday",7539100878,1,"SEAFOOD",1026
39,1246,"Friday",6827473529,2,"DSD GROCERY",2351
39,1246,"Friday",7432302964,1,"DSD GROCERY",2704
39,1246,"Friday",3500046413,3,"HOUSEHOLD CHEMICALS/SUPP",110
8,1247,"Friday",1200000180,1,"DSD GROCERY",3405
8,1250,"Friday",7066208721,2,"GROCERY DRY GOODS",3114
7,1251,"Friday",2820031002,1,"CANDY, TOBACCO, COOKIES",8018
7,1251,"Friday",20108700000,1,"SERVICE DELI",8014
7,1252,"Friday",1380010072,2,"FROZEN FOODS",1901
7,1252,"Friday",1380010201,1,"FROZEN FOODS",1901
7,1252,"Friday",4650073332,1,"HOUSEHOLD CHEMICALS/SUPP",8910
6,1253,"Friday",2820031772,1,"CANDY, TOBACCO, COOKIES",8012
6,1253,"Friday",980000760,1,"IMPULSE MERCHANDISE",145
9,1259,"Friday",4282559437,2,"LADIES SOCKS",3714
9,1259,"Friday",88561522940,1,"SLEEPWEAR/FOUNDATIONS",6040
8,1260,"Friday",3320001130,1,"GROCERY DRY GOODS",4001
8,1260,"Friday",1027911356,1,"PETS AND SUPPLIES",3230
24,1262,"Friday",7800008246,1,"DSD GROCERY",9580
24,1262,"Friday",6985860716,1,"COOK AND DINE",2401
24,1262,"Friday",7910000610,1,"PETS AND SUPPLIES",810
24,1262,"Friday",2100030165,1,"DAIRY",1353
24,1262,"Friday",30766725028,1,"PHARMACY OTC",2102
24,1262,"Friday",4812125319,1,"COMM BREAD",3719
24,1262,"Friday",3450063192,1,"DAIRY",1507
24,1262,"Friday",2100030165,1,"DAIRY",1353
24,1262,"Friday",4812127707,1,"COMM BREAD",3719
24,1262,"Friday",7874204999,1,"DAIRY",7956
24,1262,"Friday",7033060315,1,"IMPULSE MERCHANDISE",202
24,1262,"Friday",60538866394,1,"BAKERY",3025
24,1262,"Friday",7800009916,3,"DSD GROCERY",9517
24,1262,"Friday",3270097527,1,"PETS AND SUPPLIES",4804
24,1262,"Friday",7910000620,2,"PETS AND SUPPLIES",810
24,1262,"Friday",2100000733,1,"DAIRY",7956
24,1262,"Friday",6985860706,1,"COOK AND DINE",2517
24,1262,"Friday",68113109139,1,"PRODUCE",8453
24,1262,"Friday",7874203951,1,"HOUSEHOLD PAPER GOODS",3011
24,1262,"Friday",7874203951,1,"HOUSEHOLD PAPER GOODS",3011
8,1264,"Friday",30997869531,1,"PERSONAL CARE",5365
8,1264,"Friday",87126040032,1,"PRODUCE",995
27,1267,"Friday",2471931184,3,"HORTICULTURE AND ACCESS",8944
27,1267,"Friday",2471930765,1,"HORTICULTURE AND ACCESS",8010
27,1267,"Friday",7217923418,1,"COOK AND DINE",370
27,1267,"Friday",2471931182,1,"HORTICULTURE AND ACCESS",8665
27,1267,"Friday",3000032073,1,"GROCERY DRY GOODS",3555
43,1269,"Friday",65108018751,1,"PERSONAL CARE",605
43,1269,"Friday",65108018651,1,"PERSONAL CARE",605
43,1269,"Friday",2260022329,1,"PERSONAL CARE",1414
43,1269,"Friday",20154500000,1,"SERVICE DELI",8001
43,1269,"Friday",4319437040,1,"PERSONAL CARE",5103
43,1269,"Friday",880614469331,2,"LADIESWEAR",324
43,1269,"Friday",880632366552,1,"LADIESWEAR",312
43,1269,"Friday",88614999396,1,"INFANT APPAREL",1116
999,1271,"Friday",68113178252,1,"FINANCIAL SERVICES",280
999,1271,"Friday",68113178251,1,"FINANCIAL SERVICES",281
999,1274,"Friday",60538812238,-1,"FINANCIAL SERVICES",279
42,1275,"Friday",66216323960,1,"GIRLS WEAR, 4-6X  AND 7-14",1601
42,1275,"Friday",78035378403,1,"PRODUCE",3601
42,1275,"Friday",4000042431,1,"IMPULSE MERCHANDISE",100
42,1275,"Friday",4000000460,1,"IMPULSE MERCHANDISE",110
42,1275,"Friday",88496806687,1,"LADIESWEAR",267
42,1275,"Friday",88811318800,1,"LADIESWEAR",4301
42,1275,"Friday",5818597194,1,"LADIESWEAR",552
42,1275,"Friday",73573201872,1,"BEDDING",7402
42,1275,"Friday",78905060861,1,"LADIESWEAR",4447
42,1275,"Friday",73573296419,2,"BEDDING",7400
42,1275,"Friday",88692987758,1,"LADIESWEAR",1720
42,1275,"Friday",471984903898,1,"GIRLS WEAR, 4-6X  AND 7-14",36
42,1275,"Friday",489396615011,1,"LADIESWEAR",1708
42,1275,"Friday",68113102659,1,"HORTICULTURE AND ACCESS",7902
42,1275,"Friday",88692987759,1,"LADIESWEAR",1720
42,1275,"Friday",4748544323,1,"HOME DECOR",5545
42,1275,"Friday",66216324562,1,"LADIESWEAR",221
24,1276,"Friday",7874201915,1,"DSD GROCERY",3909
24,1276,"Friday",70886271307,1,"PHARMACY OTC",1614
24,1276,"Friday",7314909730,4,"HOME MANAGEMENT",6600
24,1276,"Friday",7314918448,2,"HOME MANAGEMENT",6602
24,1276,"Friday",3400004025,3,"CANDY, TOBACCO, COOKIES",77
24,1276,"Friday",7874201480,1,"HOUSEHOLD CHEMICALS/SUPP",170
24,1276,"Friday",4900001464,1,"DSD GROCERY",9538
